x,y,surface
0.4125805125,-0.03385420483250041,lower
0.42174896833333336,-0.03329378399732838,lower
0.4309174241666667,-0.03272035259990262,lower
0.44008588000000004,-0.03214279823874198,lower
0.44925433583333335,-0.03155720234235268,lower
0.45842279166666666,-0.03096688036342283,lower
0.46759124750000003,-0.030373494704433207,lower
0.47675970333333334,-0.029775538796943054,lower
0.4859281591666667,-0.02917673281840972,lower
0.495096615,-0.02857640867887299,lower
0.5042650708333334,-0.027976371464318,lower
0.5134335266666666,-0.027376523627609707,lower
0.5226019825,-0.026779324572946583,lower
0.5317704383333334,-0.026183609647644986,lower
0.5409388941666666,-0.025591659592192992,lower
0.55010735,-0.02500379726170233,lower
0.5592758058333334,-0.02441889399334641,lower
0.5684442616666667,-0.023842053593304085,lower
0.5776127175,-0.023268566993297973,lower
0.5867811733333334,-0.022703042926203506,lower
0.5959496291666667,-0.022144484366466627,lower
0.605118085,-0.021590938856112366,lower
0.6142865408333333,-0.0210497110174222,lower
0.6234549966666667,-0.02051351882305247,lower
0.6326234525000001,-0.01998764307922441,lower
0.6417919083333333,-0.019471748807133007,lower
0.6509603641666667,-0.018961689898531725,lower
0.6601288200000001,-0.01846735776979505,lower
0.6692972758333333,-0.017980089006475512,lower
0.6784657316666667,-0.017502592670575808,lower
0.6876341875,-0.01703945386555625,lower
0.6968026433333333,-0.016583779380597352,lower
0.7059710991666667,-0.016141387428417933,lower
0.715139555,-0.015711497485945376,lower
0.7243080108333334,-0.015289969147637151,lower
0.7334764666666667,-0.014883720392783783,lower
0.7426449225,-0.014489146059303688,lower
0.7518133783333334,-0.014103796959452424,lower
0.7609818341666666,-0.013733811053877023,lower
0.77015029,-0.013376092198383685,lower
0.7793187458333334,-0.013028342667313262,lower
0.7884872016666666,-0.012693938588447603,lower
0.7976556575,-0.012373964876153505,lower
0.8068241133333334,-0.012064510167102156,lower
0.8159925691666667,-0.011765984524394207,lower
0.825161025,-0.011482313058853687,lower
0.8343294808333334,-0.011211067272187413,lower
0.8434979366666667,-0.010950944821008037,lower
0.8526663925,-0.010702216138300925,lower
0.8618348483333333,-0.010465099700719635,lower
0.8710033041666667,-0.01024170735632584,lower
0.8801717600000001,-0.010029861269388202,lower
0.8893402158333333,-0.009829202116594932,lower
0.8985086716666667,-0.009639719089601836,lower
0.9076771275000001,-0.009461333977661161,lower
0.9168455833333333,-0.00929389328578615,lower
0.9260140391666667,-0.009137162482411577,lower
0.9351824950000001,-0.008990831230964466,lower
0.9443509508333333,-0.008854518388422978,lower
0.9535194066666667,-0.008729238734815747,lower
0.9626878625,-0.008613243217184922,lower
0.9718563183333334,-0.008506623518838626,lower
0.9810247741666667,-0.00840914405411125,lower
0.99019323,-0.00832073068260809,lower
